YEAR,DOY,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,RH2M,WS2M,WS2M_MAX,PS,QV2M,Country,Month,Date
2017,288,25.63,27.86,22.68,7.07,4.59,70.6,1.62,5.3,75.89,7.21,Nigeria,5,2017-05-01
2017,266,27.55,26.13,23.21,8.67,1.98,56.9,0.96,3.29,78.96,8.79,Nigeria,5,2017-05-01
2018,162,24.35,29.04,24.8,6.84,0.49,72.48,2.66,2.91,77.76,10.08,Nigeria,6,2018-06-01
2021,87,29.15,31.43,24.32,7.73,1.68,74.49,1.01,4.0,75.44,11.61,Nigeria,3,2021-03-01
2018,55,29.09,30.35,23.63,7.87,1.9,62.46,0.38,2.31,77.0,9.65,Nigeria,5,2018-05-01
2023,288,26.41,29.66,20.52,5.55,2.56,65.41,1.67,4.7,76.48,10.05,Nigeria,7,2023-07-01
2015,178,27.03,30.26,23.99,7.45,0.56,77.32,3.17,4.1,76.36,8.84,Nigeria,5,2015-05-01
2022,349,26.81,29.02,22.06,4.12,9.75,48.6,1.81,3.66,77.15,6.98,Nigeria,5,2022-05-01
2021,8,23.76,26.1,25.97,6.7,7.74,74.98,2.4,3.61,76.07,6.31,Nigeria,5,2021-05-01
2016,321,30.09,31.57,23.38,7.15,2.32,61.91,2.44,4.91,77.76,9.27,Nigeria,10,2016-10-01
2022,313,25.47,32.14,22.01,8.1,4.27,53.87,0.49,4.88,77.7,10.17,Nigeria,10,2022-10-01
2015,247,25.48,28.54,23.88,7.64,1.14,54.7,1.1,3.75,77.35,9.12,Nigeria,3,2015-03-01
2025,323,26.7,29.7,26.54,8.13,11.22,56.35,2.01,4.59,76.98,6.38,Nigeria,1,2025-01-01
2023,255,28.99,29.53,25.26,5.8,3.1,52.9,1.44,4.86,77.66,10.4,Nigeria,5,2023-05-01
2023,328,25.82,30.7,24.44,5.31,4.53,82.71,3.7,4.34,77.79,13.26,Nigeria,9,2023-09-01
2016,54,23.1,33.38,21.35,5.45,5.06,69.91,0.77,3.79,77.45,9.77,Nigeria,1,2016-01-01
2021,249,25.23,32.32,27.24,6.53,5.5,75.64,1.09,4.38,75.69,8.84,Nigeria,3,2021-03-01
2024,239,27.85,29.25,22.76,2.38,1.6,70.62,2.29,2.96,76.21,9.88,Nigeria,4,2024-04-01
2017,229,31.38,31.08,25.87,8.66,4.69,65.61,1.37,4.07,76.73,7.79,Nigeria,1,2017-01-01
2021,67,24.48,32.51,23.35,6.09,1.75,65.75,-0.89,3.77,75.52,7.66,Nigeria,1,2021-01-01
2024,51,24.41,30.82,25.68,5.17,9.25,61.02,3.93,3.61,77.22,10.9,Nigeria,8,2024-08-01
2023,97,23.97,29.99,26.61,0.94,4.13,61.84,0.93,2.27,78.41,11.98,Nigeria,2,2023-02-01
2018,92,23.73,30.89,25.3,5.93,8.01,50.92,2.56,2.97,78.25,9.71,Nigeria,12,2018-12-01
2015,264,29.41,28.59,25.51,5.6,8.42,75.82,0.75,3.51,77.74,6.05,Nigeria,8,2015-08-01
2016,291,29.99,28.89,23.8,4.21,2.6,46.87,1.14,4.9,77.73,10.71,Nigeria,7,2016-07-01
2015,96,27.36,27.87,23.13,4.65,0.7,54.41,0.38,4.29,79.22,14.13,Nigeria,10,2015-10-01
2019,88,26.06,30.61,24.28,5.95,5.26,85.12,1.26,4.94,77.84,9.51,Nigeria,10,2019-10-01
2019,78,30.58,29.74,23.32,4.82,1.17,66.36,1.36,5.24,77.93,9.64,Nigeria,2,2019-02-01
2025,288,27.35,28.35,28.93,7.14,1.81,66.78,1.87,4.33,75.56,8.25,Nigeria,6,2025-06-01
2021,120,29.18,29.67,22.02,4.5,9.43,71.37,1.63,4.14,78.33,10.96,Nigeria,6,2021-06-01
2023,302,25.97,30.94,26.0,6.31,1.45,49.6,0.56,3.03,77.4,8.66,Nigeria,3,2023-03-01
2023,165,27.09,33.83,25.03,8.36,1.84,51.06,1.48,5.99,76.92,12.04,Nigeria,11,2023-11-01
2017,182,24.53,32.02,24.46,5.93,1.17,60.55,3.45,2.58,76.67,8.68,Nigeria,2,2017-02-01
2017,223,28.26,25.43,26.96,6.71,13.91,55.97,3.33,4.12,76.45,10.68,Nigeria,12,2017-12-01
2017,311,27.38,30.48,24.6,6.59,2.11,64.25,2.46,4.83,78.26,9.91,Nigeria,1,2017-01-01
2018,7,25.21,32.86,22.73,6.02,3.82,69.86,2.66,4.85,76.97,13.11,Nigeria,6,2018-06-01
2022,330,25.24,27.32,24.58,5.87,5.85,78.89,4.06,2.84,76.49,10.82,Nigeria,12,2022-12-01
2020,263,30.23,31.1,23.63,4.86,0.12,73.11,2.57,3.58,76.23,12.77,Nigeria,5,2020-05-01
2022,161,30.94,29.53,25.01,6.3,2.02,55.06,2.64,3.2,77.17,10.22,Nigeria,11,2022-11-01
2015,151,26.57,32.3,25.63,5.43,7.75,61.25,0.44,2.02,76.64,9.66,Nigeria,9,2015-09-01
2022,85,27.14,30.81,22.28,9.09,7.26,58.53,0.89,4.13,76.41,9.92,Nigeria,1,2022-01-01
2018,147,27.8,28.23,26.39,7.62,2.97,54.83,1.97,3.28,75.62,8.46,Nigeria,7,2018-07-01
2025,112,27.3,29.6,23.49,3.09,0.73,52.56,1.19,5.51,77.96,11.06,Nigeria,5,2025-05-01
2015,36,23.65,29.72,24.89,3.21,4.7,81.64,1.0,4.62,76.86,8.62,Nigeria,5,2015-05-01
2022,285,27.86,29.75,25.23,5.74,5.74,65.11,1.12,4.04,75.91,10.22,Nigeria,2,2022-02-01
2018,188,22.82,32.24,24.73,5.21,12.91,62.76,0.58,3.53,76.73,11.71,Nigeria,11,2018-11-01
2020,82,25.53,28.31,23.78,5.63,6.27,69.84,1.21,4.12,77.55,13.17,Nigeria,3,2020-03-01
2022,2,28.01,32.01,23.02,7.3,7.33,70.34,2.34,3.74,77.03,10.33,Nigeria,7,2022-07-01
2018,303,28.2,29.4,23.46,6.63,2.37,76.19,3.8,4.07,77.19,11.72,Nigeria,6,2018-06-01
2017,197,25.38,30.45,27.13,6.61,9.41,57.56,2.8,5.9,77.04,11.48,Nigeria,12,2017-12-01
2023,11,26.08,30.14,22.27,8.89,0.7,69.03,2.64,2.94,75.72,9.24,Nigeria,2,2023-02-01
2017,234,25.81,29.96,22.56,3.22,1.76,55.89,0.38,3.83,77.95,14.22,Nigeria,6,2017-06-01
2023,195,26.79,29.97,22.47,6.21,2.8,63.1,2.12,4.71,75.29,8.85,Nigeria,2,2023-02-01
2016,119,26.95,32.91,24.27,4.84,2.69,65.57,1.93,3.6,77.46,10.18,Nigeria,2,2016-02-01
2016,20,28.34,31.68,20.95,8.87,2.39,66.54,2.29,5.58,77.62,12.91,Nigeria,2,2016-02-01
2016,261,25.97,29.27,21.29,1.58,1.47,66.1,1.64,4.68,76.78,12.86,Nigeria,11,2016-11-01
2020,293,27.75,33.17,23.48,1.67,1.87,73.02,3.66,3.28,77.35,10.03,Nigeria,3,2020-03-01
2017,256,28.01,30.55,21.42,6.61,1.82,59.03,2.05,4.2,76.72,11.98,Nigeria,2,2017-02-01
2023,222,27.4,30.72,21.59,8.25,1.06,66.82,2.15,3.3,77.37,9.55,Nigeria,4,2023-04-01
2018,226,26.48,28.33,21.44,7.55,3.94,57.41,0.04,3.2,77.99,9.02,Nigeria,9,2018-09-01
2015,53,27.36,29.01,22.31,4.4,0.46,94.21,1.89,3.86,76.21,7.57,Nigeria,6,2015-06-01
2018,355,28.5,28.62,25.46,9.01,8.23,55.87,3.15,5.26,77.67,11.45,Nigeria,1,2018-01-01
2015,342,28.68,30.17,25.91,3.54,7.12,57.99,2.56,4.75,78.69,11.66,Nigeria,8,2015-08-01
2019,364,30.63,31.28,27.84,8.61,2.25,73.83,-0.16,3.98,77.26,8.86,Nigeria,12,2019-12-01
2018,280,25.02,30.73,27.76,3.8,7.79,60.71,1.55,4.78,76.5,10.54,Nigeria,7,2018-07-01
2022,81,26.12,33.18,25.57,5.3,6.83,73.83,3.73,4.27,79.26,15.3,Nigeria,10,2022-10-01
2022,202,23.77,28.22,26.06,7.28,15.15,66.53,1.85,2.83,77.09,12.29,Nigeria,3,2022-03-01
2021,158,28.86,30.23,24.26,3.07,9.5,60.97,2.32,3.85,77.23,8.2,Nigeria,1,2021-01-01
2017,120,26.33,27.43,25.04,8.94,0.2,57.47,3.62,3.93,77.25,12.0,Nigeria,5,2017-05-01
2015,59,27.41,28.16,27.89,5.28,4.91,57.11,1.85,4.76,77.45,8.21,Nigeria,4,2015-04-01
2015,215,25.79,32.53,24.74,6.27,4.0,61.08,2.79,3.43,76.66,4.21,Nigeria,10,2015-10-01
2025,128,26.35,29.07,26.31,8.32,3.3,63.26,2.41,3.09,77.19,9.96,Nigeria,8,2025-08-01
2017,224,29.45,28.39,22.13,4.41,2.08,56.68,2.63,3.95,77.95,13.13,Nigeria,1,2017-01-01
2020,209,28.39,25.74,22.67,8.12,1.17,63.91,2.38,3.35,76.63,12.79,Nigeria,10,2020-10-01
2021,115,26.78,28.37,24.62,9.28,0.66,54.06,1.45,3.68,76.58,10.75,Nigeria,1,2021-01-01
2020,209,28.54,29.59,24.3,4.69,0.17,72.56,1.55,3.92,76.71,8.92,Nigeria,12,2020-12-01
2020,14,28.58,27.29,22.76,8.74,2.66,74.47,1.15,3.62,75.9,10.97,Nigeria,4,2020-04-01
2020,9,26.22,29.47,28.81,2.48,1.29,57.96,0.36,4.96,76.32,9.46,Nigeria,8,2020-08-01
2017,40,24.06,32.54,24.35,6.78,4.21,57.4,3.24,5.41,76.28,8.97,Nigeria,5,2017-05-01
2020,237,25.2,28.59,23.11,3.54,7.29,66.78,2.01,4.86,77.0,12.12,Nigeria,2,2020-02-01
2022,281,24.32,28.11,24.3,7.89,1.66,77.65,3.19,2.23,77.84,8.95,Nigeria,6,2022-06-01
2025,359,29.33,27.75,24.05,7.72,3.11,79.87,3.57,3.36,78.45,12.25,Nigeria,5,2025-05-01
2025,201,29.68,27.72,24.38,10.15,7.21,50.97,2.05,3.82,77.06,8.82,Nigeria,2,2025-02-01
2016,246,30.17,31.07,20.81,8.84,4.85,75.06,0.69,2.15,77.46,14.12,Nigeria,11,2016-11-01
2019,278,22.96,30.1,26.58,5.67,7.02,64.38,1.8,3.12,77.24,6.72,Nigeria,11,2019-11-01
2015,235,29.14,31.91,26.7,3.84,7.58,64.58,1.33,3.81,74.91,8.09,Nigeria,11,2015-11-01
2015,4,31.42,34.04,26.94,7.13,12.69,70.05,0.02,3.55,75.85,9.69,Nigeria,3,2015-03-01
2019,154,29.22,26.34,24.65,5.88,2.22,60.19,1.5,4.01,77.76,6.03,Nigeria,9,2019-09-01
2017,29,22.7,30.76,25.32,9.1,4.29,75.97,1.93,2.62,77.86,4.86,Nigeria,7,2017-07-01
2018,109,30.54,27.76,22.27,1.67,4.36,79.24,1.36,3.54,77.84,6.05,Nigeria,7,2018-07-01
2017,98,27.08,31.58,25.67,10.38,0.35,79.61,1.23,4.15,76.82,9.42,Nigeria,11,2017-11-01
2015,215,26.54,29.46,24.5,7.06,1.79,46.56,0.72,4.01,75.01,9.47,Nigeria,6,2015-06-01
2015,293,27.9,30.05,23.08,4.37,3.5,62.7,2.2,4.45,75.97,10.67,Nigeria,8,2015-08-01
2019,75,24.9,27.43,25.73,7.47,7.33,45.65,3.87,4.39,76.12,9.61,Nigeria,4,2019-04-01
2020,326,27.01,29.15,25.81,8.59,1.18,57.35,3.28,3.59,77.63,10.6,Nigeria,8,2020-08-01
2017,146,30.24,30.18,24.12,6.23,9.37,41.03,2.65,4.12,76.64,9.1,Nigeria,4,2017-04-01
2023,128,28.24,32.71,24.88,2.47,1.95,69.5,2.68,3.2,78.69,11.43,Nigeria,8,2023-08-01
2019,341,27.12,28.41,21.94,5.41,1.78,67.19,1.87,3.73,78.47,11.19,Nigeria,9,2019-09-01
2022,42,27.18,28.9,26.49,8.08,4.93,60.67,0.2,2.94,78.67,9.35,Nigeria,3,2022-03-01
2015,356,24.64,31.89,22.2,6.99,1.06,57.09,1.63,5.07,76.08,11.07,Nigeria,3,2015-03-01
2019,41,26.7,28.28,22.59,5.69,5.88,68.14,1.03,3.73,77.49,9.62,Nigeria,11,2019-11-01
2017,34,23.73,32.28,24.12,8.62,7.64,54.89,2.15,5.06,76.52,6.96,Nigeria,2,2017-02-01
2015,17,29.04,29.98,26.23,7.48,0.12,54.21,3.23,4.31,77.33,11.81,Nigeria,10,2015-10-01
2018,165,22.63,30.61,26.23,7.63,6.72,52.98,3.97,3.11,76.19,8.19,Nigeria,3,2018-03-01
2019,153,28.71,30.74,23.99,5.18,3.32,62.96,2.06,4.25,78.23,11.79,Nigeria,3,2019-03-01
2021,76,28.96,28.77,25.55,4.99,2.47,59.18,0.33,4.81,76.21,10.65,Nigeria,5,2021-05-01
2015,87,29.64,30.78,20.62,2.6,7.31,61.16,2.06,3.92,75.05,9.83,Nigeria,5,2015-05-01
2017,117,27.17,28.46,22.56,5.48,4.7,70.22,2.09,4.07,79.03,6.25,Nigeria,2,2017-02-01
2016,362,28.83,29.0,22.6,7.87,0.81,74.63,2.68,3.45,77.44,13.08,Nigeria,12,2016-12-01
2023,342,26.68,31.12,26.5,5.59,4.78,79.5,1.98,4.02,75.93,9.27,Nigeria,10,2023-10-01
2024,27,24.63,30.59,25.31,6.89,1.77,65.6,2.07,4.24,76.84,11.27,Nigeria,6,2024-06-01
2020,313,30.06,29.85,24.37,8.22,3.55,68.48,1.37,3.42,76.42,9.77,Nigeria,5,2020-05-01
2024,287,26.81,27.48,24.56,6.75,3.64,66.89,1.69,2.92,77.01,9.46,Nigeria,6,2024-06-01
2017,134,24.18,27.98,27.14,6.94,1.13,48.26,2.51,5.29,77.8,10.39,Nigeria,1,2017-01-01
2022,219,26.07,30.55,23.66,3.28,1.18,61.3,-0.01,4.6,77.65,10.05,Nigeria,5,2022-05-01
2022,168,26.15,31.46,21.37,5.35,3.35,61.35,1.68,3.45,77.25,9.47,Nigeria,9,2022-09-01
2016,98,27.92,27.78,26.17,9.45,2.73,59.89,2.69,4.22,77.01,9.89,Nigeria,12,2016-12-01
2020,268,31.69,28.32,24.36,6.21,0.67,64.59,3.64,2.52,78.08,10.85,Nigeria,10,2020-10-01
2021,237,28.04,30.27,25.91,9.79,2.17,62.81,1.6,2.02,75.07,11.0,Nigeria,2,2021-02-01
2016,309,27.41,30.23,23.91,4.55,3.06,55.14,3.19,5.08,76.25,10.09,Nigeria,1,2016-01-01
2025,173,31.91,26.75,22.32,6.47,0.68,63.49,3.69,4.23,76.02,11.24,Nigeria,10,2025-10-01
2024,190,28.96,30.32,24.81,5.23,2.17,58.61,1.61,3.95,78.01,9.15,Nigeria,11,2024-11-01
2016,122,27.51,28.8,24.02,7.18,3.22,38.81,1.44,4.23,76.26,14.45,Nigeria,9,2016-09-01
2024,46,26.04,33.28,24.37,7.79,11.04,51.03,1.82,7.23,75.71,12.97,Nigeria,10,2024-10-01
2015,64,27.63,30.5,27.23,7.2,1.17,65.89,1.92,4.87,77.55,11.52,Nigeria,9,2015-09-01
2022,130,26.87,30.84,21.8,8.08,10.49,75.92,3.09,2.95,76.09,6.12,Nigeria,9,2022-09-01
2015,310,27.18,30.89,24.57,5.97,13.57,40.73,1.23,2.32,76.65,11.21,Nigeria,6,2015-06-01
2023,363,29.63,27.57,22.36,5.62,1.77,56.3,3.54,5.05,79.38,9.33,Nigeria,8,2023-08-01
2025,193,25.92,33.89,18.82,2.48,3.05,69.31,1.2,4.86,77.79,8.04,Nigeria,11,2025-11-01
2020,307,28.03,26.75,23.9,7.28,13.52,73.78,0.74,4.58,76.79,9.28,Nigeria,1,2020-01-01
2021,181,28.9,31.59,24.06,6.34,2.39,60.8,2.52,3.19,76.88,8.26,Nigeria,10,2021-10-01
2024,292,25.68,31.24,25.25,5.86,3.18,58.17,3.23,4.36,77.91,11.01,Nigeria,4,2024-04-01
2021,282,25.35,29.05,23.56,5.62,5.35,77.2,2.18,3.28,77.66,13.23,Nigeria,1,2021-01-01
2024,29,26.7,31.33,21.02,5.93,0.34,72.96,2.44,4.66,77.08,11.65,Nigeria,8,2024-08-01
2017,149,26.08,29.36,22.36,5.53,5.78,73.59,3.95,4.98,77.1,15.53,Nigeria,1,2017-01-01
2016,267,29.3,28.65,26.63,4.94,15.15,60.32,3.24,3.46,75.52,6.89,Nigeria,3,2016-03-01
2023,296,25.0,30.94,22.33,6.48,2.02,76.14,2.03,5.13,75.31,8.99,Nigeria,4,2023-04-01
2022,11,27.14,27.99,27.17,6.97,5.31,45.55,1.57,4.11,76.82,8.11,Nigeria,8,2022-08-01
2024,164,32.09,29.55,26.1,4.46,4.03,76.31,3.1,4.49,76.37,12.46,Nigeria,6,2024-06-01
2021,113,27.83,28.81,23.36,5.2,2.82,64.33,2.83,2.69,77.59,9.56,Nigeria,10,2021-10-01
2023,187,28.16,29.33,22.54,5.59,8.89,66.29,2.42,4.23,77.2,10.38,Nigeria,12,2023-12-01
2018,295,29.32,30.87,26.1,6.01,6.19,55.55,1.67,3.32,76.23,11.27,Nigeria,7,2018-07-01
2018,232,26.07,28.81,23.52,5.74,5.3,46.86,1.92,4.47,77.16,7.09,Nigeria,8,2018-08-01
2015,227,24.84,29.62,20.91,7.32,9.55,66.08,1.85,5.47,76.58,8.76,Nigeria,2,2015-02-01
2022,310,27.35,28.99,25.12,2.7,0.6,70.51,1.69,4.29,79.07,11.99,Nigeria,10,2022-10-01
2017,98,27.53,32.89,24.83,3.05,3.1,72.03,1.4,3.1,77.39,8.9,Nigeria,11,2017-11-01
2021,55,23.76,30.69,26.28,6.39,0.4,70.95,2.27,4.63,75.44,6.57,Nigeria,8,2021-08-01
2016,111,27.75,30.44,24.7,4.79,1.64,68.68,1.35,4.4,78.82,8.2,Nigeria,3,2016-03-01
2016,152,29.14,31.37,22.9,7.77,2.03,55.76,2.18,6.06,76.37,9.43,Nigeria,7,2016-07-01
2021,246,25.17,28.81,26.54,8.34,1.28,72.67,-0.1,4.25,76.03,10.33,Nigeria,3,2021-03-01
2020,69,27.87,31.72,26.73,6.47,2.86,54.64,1.4,3.41,79.14,9.86,Nigeria,7,2020-07-01
2017,312,28.78,30.69,24.47,3.86,1.14,76.07,3.1,4.77,77.35,8.77,Nigeria,11,2017-11-01
2023,289,28.17,26.88,24.12,8.11,2.19,64.16,1.1,3.87,77.7,11.88,Nigeria,12,2023-12-01
2024,250,28.36,27.14,21.35,6.4,5.03,64.49,2.59,4.08,77.73,9.74,Nigeria,2,2024-02-01
2020,36,26.51,28.86,22.78,3.03,9.19,73.66,1.18,3.07,76.79,10.42,Nigeria,10,2020-10-01
2024,239,24.74,27.36,25.52,3.2,9.56,75.01,2.78,3.88,76.43,8.88,Nigeria,6,2024-06-01
2024,148,26.11,29.52,22.89,9.03,6.81,72.71,1.7,4.03,76.59,13.02,Nigeria,3,2024-03-01
2020,227,25.83,27.97,21.09,8.7,3.3,56.8,1.66,3.87,78.61,9.22,Nigeria,3,2020-03-01
2015,244,26.84,29.8,30.99,0.97,1.2,72.63,2.05,3.41,77.2,10.15,Nigeria,9,2015-09-01
2018,337,29.19,32.82,21.07,3.28,1.63,56.85,0.66,4.29,78.31,12.07,Nigeria,7,2018-07-01
2024,201,24.38,29.9,28.51,8.28,0.29,72.88,2.97,3.08,76.92,10.56,Nigeria,5,2024-05-01
2020,154,27.29,29.39,23.39,5.96,4.71,50.75,3.3,2.84,76.24,10.51,Nigeria,12,2020-12-01
2020,73,24.87,30.78,23.83,7.4,4.97,64.06,1.64,4.71,75.56,6.05,Nigeria,10,2020-10-01
2025,201,25.52,28.61,22.66,5.88,11.47,56.79,2.52,4.62,77.65,11.36,Nigeria,7,2025-07-01
2019,296,28.12,31.69,25.57,7.31,8.98,73.7,2.78,2.69,78.69,10.11,Nigeria,9,2019-09-01
2015,17,24.62,30.99,21.12,6.01,5.39,76.15,1.91,2.17,76.11,11.08,Nigeria,1,2015-01-01
2022,129,28.47,30.08,20.32,5.12,2.69,66.99,0.89,2.99,77.51,10.37,Nigeria,7,2022-07-01
2019,217,24.3,30.31,27.22,8.12,9.14,66.66,3.59,3.87,75.62,8.88,Nigeria,6,2019-06-01
2019,61,28.33,34.08,22.39,6.4,6.45,72.04,1.61,5.15,76.44,11.79,Nigeria,10,2019-10-01
2021,104,23.9,31.88,25.49,7.3,8.53,76.21,1.39,3.85,77.27,10.4,Nigeria,12,2021-12-01
2018,42,25.76,34.4,21.83,6.31,2.7,65.37,3.64,3.23,75.27,7.42,Nigeria,9,2018-09-01
2020,25,30.79,31.06,25.42,5.03,11.95,60.0,2.61,4.15,76.98,12.62,Nigeria,1,2020-01-01
2018,39,30.42,27.06,27.37,9.22,8.83,71.47,2.26,3.89,76.16,7.14,Nigeria,4,2018-04-01
2017,291,26.17,29.48,22.95,6.71,5.55,46.41,1.03,2.62,77.6,11.8,Nigeria,9,2017-09-01
2021,131,27.78,26.6,20.13,5.29,9.28,74.1,2.8,2.62,76.83,12.97,Nigeria,4,2021-04-01
2022,229,29.41,31.06,27.38,8.56,0.9,57.9,4.9,2.65,77.94,7.79,Nigeria,10,2022-10-01
2018,108,28.36,31.49,25.85,3.36,2.84,62.6,2.88,6.48,76.72,9.75,Nigeria,3,2018-03-01
2016,172,26.45,28.23,23.05,10.47,4.61,74.16,2.5,4.86,75.64,9.57,Nigeria,9,2016-09-01
2024,102,25.5,28.69,23.56,5.64,2.71,60.84,2.72,3.41,75.51,9.66,Nigeria,2,2024-02-01
2017,354,28.74,30.3,21.78,3.46,2.01,71.47,1.67,5.11,75.09,13.66,Nigeria,4,2017-04-01
2015,12,29.26,27.6,26.84,9.81,9.08,76.39,1.66,3.43,77.63,7.81,Nigeria,6,2015-06-01
2022,275,30.43,27.45,22.93,5.07,3.84,66.1,1.65,5.08,79.56,9.39,Nigeria,2,2022-02-01
2017,101,23.63,32.48,21.16,6.49,4.32,68.11,1.43,4.08,77.44,13.01,Nigeria,8,2017-08-01
2024,44,24.49,30.23,24.43,7.44,1.36,63.81,1.65,3.34,78.67,9.35,Nigeria,8,2024-08-01
2021,305,29.32,28.88,22.28,8.37,7.41,66.16,1.64,4.68,78.13,8.13,Nigeria,1,2021-01-01
2024,17,23.9,26.62,21.94,6.6,6.51,53.84,1.76,4.14,76.48,10.53,Nigeria,12,2024-12-01
2019,330,29.48,31.7,23.14,4.71,7.37,62.06,1.73,4.4,78.27,11.61,Nigeria,3,2019-03-01
2024,57,26.57,28.63,24.17,6.44,0.51,52.12,2.24,4.22,76.52,9.21,Nigeria,10,2024-10-01
2019,311,25.96,33.72,21.24,5.16,9.52,56.01,2.08,4.21,76.54,11.11,Nigeria,9,2019-09-01
2021,303,27.41,31.72,26.77,6.5,12.19,44.97,2.17,4.8,76.79,7.25,Nigeria,5,2021-05-01
2023,12,24.31,28.38,25.35,9.26,7.21,67.64,3.52,6.58,76.84,7.36,Nigeria,6,2023-06-01
2019,318,28.65,28.57,23.27,7.51,1.05,81.92,2.08,5.25,77.66,9.12,Nigeria,4,2019-04-01
2015,80,30.38,33.44,22.19,6.41,1.01,60.44,4.21,4.22,76.33,11.18,Nigeria,10,2015-10-01
2024,216,28.74,29.83,23.82,7.48,1.12,74.65,2.35,3.69,77.89,11.52,Nigeria,2,2024-02-01
2024,339,26.51,28.97,25.8,7.62,0.18,76.26,1.55,3.8,77.87,7.64,Nigeria,11,2024-11-01
2015,264,23.92,30.06,25.49,3.84,2.64,53.01,3.35,2.74,77.34,11.45,Nigeria,8,2015-08-01
2016,149,24.0,28.96,26.12,6.08,6.16,55.16,1.92,4.66,78.94,10.33,Nigeria,11,2016-11-01
2020,81,24.34,30.48,23.04,11.13,4.45,74.91,-0.39,2.99,78.29,8.24,Nigeria,6,2020-06-01
2023,215,26.98,29.85,18.15,8.43,4.01,64.08,2.0,3.63,78.07,7.33,Nigeria,5,2023-05-01
2022,198,27.23,31.75,26.5,4.99,1.79,52.09,1.75,4.67,77.07,10.46,Nigeria,9,2022-09-01
2019,200,28.74,29.22,23.67,4.79,2.63,58.63,3.61,3.76,77.35,12.58,Nigeria,1,2019-01-01
2015,25,23.41,28.23,25.33,4.73,6.98,69.2,1.1,3.51,77.52,10.07,Nigeria,5,2015-05-01
2021,89,29.62,29.3,27.34,7.73,7.06,57.06,1.67,2.8,77.01,8.13,Nigeria,6,2021-06-01
2019,268,28.39,29.29,28.87,9.22,2.94,37.25,3.27,5.21,76.62,6.26,Nigeria,5,2019-05-01
2020,143,26.35,29.84,22.7,7.16,4.44,61.78,2.39,3.17,74.59,13.06,Nigeria,6,2020-06-01
2021,59,24.62,31.27,24.27,6.31,6.92,62.59,1.83,3.41,77.72,12.08,Nigeria,6,2021-06-01
2017,26,29.5,31.16,26.73,5.11,2.05,65.09,1.24,2.21,78.04,10.6,Nigeria,7,2017-07-01
2024,47,26.4,32.4,22.31,6.66,2.31,77.59,2.35,3.98,75.84,12.96,Nigeria,4,2024-04-01
2017,288,26.96,28.38,22.84,4.36,5.92,65.54,1.97,3.67,77.61,10.45,Nigeria,11,2017-11-01
2019,266,27.77,30.78,22.82,2.13,6.52,67.43,1.23,4.18,76.41,8.94,Nigeria,8,2019-08-01
2020,16,25.17,31.45,23.94,9.27,9.66,75.56,1.28,2.83,76.63,11.11,Nigeria,7,2020-07-01
2023,199,26.44,28.65,23.56,3.99,4.13,65.1,1.19,4.73,78.31,8.34,Nigeria,9,2023-09-01
2019,282,28.73,29.58,22.81,5.35,10.79,86.37,1.01,2.16,76.01,8.01,Nigeria,7,2019-07-01
2015,86,28.53,26.5,22.07,7.31,2.44,52.36,2.93,3.91,76.01,11.54,Nigeria,3,2015-03-01
2018,250,28.55,31.81,25.62,8.87,0.82,55.66,2.8,4.12,78.8,11.71,Nigeria,3,2018-03-01
2019,270,24.69,29.57,26.68,6.51,9.04,71.14,2.94,4.06,76.85,7.45,Nigeria,8,2019-08-01
2024,335,26.53,31.61,26.97,3.61,0.98,77.54,2.0,4.16,78.25,7.53,Nigeria,5,2024-05-01
2024,117,26.21,30.41,23.04,5.4,2.08,62.99,1.76,4.79,75.4,9.11,Nigeria,4,2024-04-01
2019,7,27.85,29.63,25.71,4.64,6.81,54.89,1.78,5.32,75.48,8.58,Nigeria,8,2019-08-01
2021,137,27.67,26.81,24.47,5.92,1.03,82.61,3.02,3.84,76.09,10.95,Nigeria,6,2021-06-01
2018,176,27.31,27.17,22.86,8.46,6.94,57.08,0.18,3.03,76.52,10.1,Nigeria,2,2018-02-01
2015,328,31.93,24.81,25.47,0.93,1.71,68.39,1.49,4.56,75.6,12.33,Nigeria,4,2015-04-01
2019,315,26.42,28.87,22.77,5.18,8.74,78.14,1.11,3.72,77.37,10.63,Nigeria,12,2019-12-01
2021,215,26.18,34.56,23.25,5.03,2.83,60.58,3.36,5.26,77.43,8.71,Nigeria,11,2021-11-01
2024,82,24.69,27.42,21.25,3.49,11.29,58.78,1.52,3.4,76.1,6.22,Nigeria,4,2024-04-01
2024,223,23.92,24.74,23.07,7.17,6.93,59.46,0.36,3.14,76.18,10.36,Nigeria,6,2024-06-01
2020,103,24.56,31.93,24.51,3.17,9.74,74.02,2.22,4.14,76.31,6.58,Nigeria,6,2020-06-01
2019,273,25.56,34.73,27.14,3.4,0.82,75.6,1.63,2.26,75.84,8.69,Nigeria,1,2019-01-01
2018,14,29.62,30.6,23.29,7.7,0.95,65.34,1.44,3.53,74.1,8.56,Nigeria,8,2018-08-01
2016,159,27.08,30.58,21.92,9.0,4.73,83.83,1.34,3.67,76.91,8.98,Nigeria,6,2016-06-01
2018,152,27.39,29.38,26.99,5.85,4.89,65.32,1.3,4.22,76.57,7.37,Nigeria,3,2018-03-01
