YEAR,DOY,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,RH2M,WS2M,WS2M_MAX,PS,QV2M,Country,Month,Date
2018,55,31.09,32.35,25.63,7.87,1.9,62.46,0.38,2.31,77.0,9.65,Sudan,5,2018-05-01
2023,288,28.41,31.66,22.52,5.55,2.56,65.41,1.67,4.7,76.48,10.05,Sudan,7,2023-07-01
2015,178,29.03,32.26,25.99,7.45,0.56,77.32,3.17,4.1,76.36,8.84,Sudan,5,2015-05-01
2022,349,28.81,31.02,24.06,4.12,9.75,48.6,1.81,3.66,77.15,6.98,Sudan,5,2022-05-01
2021,8,25.76,28.1,27.97,6.7,7.74,74.98,2.4,3.61,76.07,6.31,Sudan,5,2021-05-01
2016,321,32.09,33.57,25.38,7.15,2.32,61.91,2.44,4.91,77.76,9.27,Sudan,10,2016-10-01
2022,313,27.47,34.14,24.01,8.1,4.27,53.87,0.49,4.88,77.7,10.17,Sudan,10,2022-10-01
2015,247,27.48,30.54,25.88,7.64,1.14,54.7,1.1,3.75,77.35,9.12,Sudan,3,2015-03-01
2025,323,28.7,31.7,28.54,8.13,11.22,56.35,2.01,4.59,76.98,6.38,Sudan,1,2025-01-01
2023,255,30.99,31.53,27.26,5.8,3.1,52.9,1.44,4.86,77.66,10.4,Sudan,5,2023-05-01
2023,328,27.82,32.7,26.44,5.31,4.53,82.71,3.7,4.34,77.79,13.26,Sudan,9,2023-09-01
2016,54,25.1,35.38,23.35,5.45,5.06,69.91,0.77,3.79,77.45,9.77,Sudan,1,2016-01-01
2021,249,27.23,34.32,29.24,6.53,5.5,75.64,1.09,4.38,75.69,8.84,Sudan,3,2021-03-01
2024,239,29.85,31.25,24.76,2.38,1.6,70.62,2.29,2.96,76.21,9.88,Sudan,4,2024-04-01
2017,229,33.38,33.08,27.87,8.66,4.69,65.61,1.37,4.07,76.73,7.79,Sudan,1,2017-01-01
2021,67,26.48,34.51,25.35,6.09,1.75,65.75,-0.89,3.77,75.52,7.66,Sudan,1,2021-01-01
2024,51,26.41,32.82,27.68,5.17,9.25,61.02,3.93,3.61,77.22,10.9,Sudan,8,2024-08-01
2023,97,25.97,31.99,28.61,0.94,4.13,61.84,0.93,2.27,78.41,11.98,Sudan,2,2023-02-01
2018,92,25.73,32.89,27.3,5.93,8.01,50.92,2.56,2.97,78.25,9.71,Sudan,12,2018-12-01
2015,264,31.41,30.59,27.51,5.6,8.42,75.82,0.75,3.51,77.74,6.05,Sudan,8,2015-08-01
2016,291,31.99,30.89,25.8,4.21,2.6,46.87,1.14,4.9,77.73,10.71,Sudan,7,2016-07-01
2015,96,29.36,29.87,25.13,4.65,0.7,54.41,0.38,4.29,79.22,14.13,Sudan,10,2015-10-01
2019,88,28.06,32.61,26.28,5.95,5.26,85.12,1.26,4.94,77.84,9.51,Sudan,10,2019-10-01
2019,78,32.58,31.74,25.32,4.82,1.17,66.36,1.36,5.24,77.93,9.64,Sudan,2,2019-02-01
2025,288,29.35,30.35,30.93,7.14,1.81,66.78,1.87,4.33,75.56,8.25,Sudan,6,2025-06-01
2021,120,31.18,31.67,24.02,4.5,9.43,71.37,1.63,4.14,78.33,10.96,Sudan,6,2021-06-01
2023,302,27.97,32.94,28.0,6.31,1.45,49.6,0.56,3.03,77.4,8.66,Sudan,3,2023-03-01
2023,165,29.09,35.83,27.03,8.36,1.84,51.06,1.48,5.99,76.92,12.04,Sudan,11,2023-11-01
2017,182,26.53,34.02,26.46,5.93,1.17,60.55,3.45,2.58,76.67,8.68,Sudan,2,2017-02-01
2017,223,30.26,27.43,28.96,6.71,13.91,55.97,3.33,4.12,76.45,10.68,Sudan,12,2017-12-01
2017,311,29.38,32.48,26.6,6.59,2.11,64.25,2.46,4.83,78.26,9.91,Sudan,1,2017-01-01
2018,7,27.21,34.86,24.73,6.02,3.82,69.86,2.66,4.85,76.97,13.11,Sudan,6,2018-06-01
2022,330,27.24,29.32,26.58,5.87,5.85,78.89,4.06,2.84,76.49,10.82,Sudan,12,2022-12-01
2020,263,32.23,33.1,25.63,4.86,0.12,73.11,2.57,3.58,76.23,12.77,Sudan,5,2020-05-01
2022,161,32.94,31.53,27.01,6.3,2.02,55.06,2.64,3.2,77.17,10.22,Sudan,11,2022-11-01
2015,151,28.57,34.3,27.63,5.43,7.75,61.25,0.44,2.02,76.64,9.66,Sudan,9,2015-09-01
2022,85,29.14,32.81,24.28,9.09,7.26,58.53,0.89,4.13,76.41,9.92,Sudan,1,2022-01-01
2018,147,29.8,30.23,28.39,7.62,2.97,54.83,1.97,3.28,75.62,8.46,Sudan,7,2018-07-01
2025,112,29.3,31.6,25.49,3.09,0.73,52.56,1.19,5.51,77.96,11.06,Sudan,5,2025-05-01
2015,36,25.65,31.72,26.89,3.21,4.7,81.64,1.0,4.62,76.86,8.62,Sudan,5,2015-05-01
2022,285,29.86,31.75,27.23,5.74,5.74,65.11,1.12,4.04,75.91,10.22,Sudan,2,2022-02-01
2018,188,24.82,34.24,26.73,5.21,12.91,62.76,0.58,3.53,76.73,11.71,Sudan,11,2018-11-01
2020,82,27.53,30.31,25.78,5.63,6.27,69.84,1.21,4.12,77.55,13.17,Sudan,3,2020-03-01
2022,2,30.01,34.01,25.02,7.3,7.33,70.34,2.34,3.74,77.03,10.33,Sudan,7,2022-07-01
2018,303,30.2,31.4,25.46,6.63,2.37,76.19,3.8,4.07,77.19,11.72,Sudan,6,2018-06-01
2017,197,27.38,32.45,29.13,6.61,9.41,57.56,2.8,5.9,77.04,11.48,Sudan,12,2017-12-01
2023,11,28.08,32.14,24.27,8.89,0.7,69.03,2.64,2.94,75.72,9.24,Sudan,2,2023-02-01
2017,234,27.81,31.96,24.56,3.22,1.76,55.89,0.38,3.83,77.95,14.22,Sudan,6,2017-06-01
2023,195,28.79,31.97,24.47,6.21,2.8,63.1,2.12,4.71,75.29,8.85,Sudan,2,2023-02-01
2016,119,28.95,34.91,26.27,4.84,2.69,65.57,1.93,3.6,77.46,10.18,Sudan,2,2016-02-01
2016,20,30.34,33.68,22.95,8.87,2.39,66.54,2.29,5.58,77.62,12.91,Sudan,2,2016-02-01
2016,261,27.97,31.27,23.29,1.58,1.47,66.1,1.64,4.68,76.78,12.86,Sudan,11,2016-11-01
2020,293,29.75,35.17,25.48,1.67,1.87,73.02,3.66,3.28,77.35,10.03,Sudan,3,2020-03-01
2017,256,30.01,32.55,23.42,6.61,1.82,59.03,2.05,4.2,76.72,11.98,Sudan,2,2017-02-01
2023,222,29.4,32.72,23.59,8.25,1.06,66.82,2.15,3.3,77.37,9.55,Sudan,4,2023-04-01
2018,226,28.48,30.33,23.44,7.55,3.94,57.41,0.04,3.2,77.99,9.02,Sudan,9,2018-09-01
2015,53,29.36,31.01,24.31,4.4,0.46,94.21,1.89,3.86,76.21,7.57,Sudan,6,2015-06-01
2018,355,30.5,30.62,27.46,9.01,8.23,55.87,3.15,5.26,77.67,11.45,Sudan,1,2018-01-01
2015,342,30.68,32.17,27.91,3.54,7.12,57.99,2.56,4.75,78.69,11.66,Sudan,8,2015-08-01
2019,364,32.63,33.28,29.84,8.61,2.25,73.83,-0.16,3.98,77.26,8.86,Sudan,12,2019-12-01
2018,280,27.02,32.73,29.76,3.8,7.79,60.71,1.55,4.78,76.5,10.54,Sudan,7,2018-07-01
2022,81,28.12,35.18,27.57,5.3,6.83,73.83,3.73,4.27,79.26,15.3,Sudan,10,2022-10-01
2022,202,25.77,30.22,28.06,7.28,15.15,66.53,1.85,2.83,77.09,12.29,Sudan,3,2022-03-01
2021,158,30.86,32.23,26.26,3.07,9.5,60.97,2.32,3.85,77.23,8.2,Sudan,1,2021-01-01
2017,120,28.33,29.43,27.04,8.94,0.2,57.47,3.62,3.93,77.25,12.0,Sudan,5,2017-05-01
2015,59,29.41,30.16,29.89,5.28,4.91,57.11,1.85,4.76,77.45,8.21,Sudan,4,2015-04-01
2015,215,27.79,34.53,26.74,6.27,4.0,61.08,2.79,3.43,76.66,4.21,Sudan,10,2015-10-01
2025,128,28.35,31.07,28.31,8.32,3.3,63.26,2.41,3.09,77.19,9.96,Sudan,8,2025-08-01
2017,224,31.45,30.39,24.13,4.41,2.08,56.68,2.63,3.95,77.95,13.13,Sudan,1,2017-01-01
2020,209,30.39,27.74,24.67,8.12,1.17,63.91,2.38,3.35,76.63,12.79,Sudan,10,2020-10-01
2021,115,28.78,30.37,26.62,9.28,0.66,54.06,1.45,3.68,76.58,10.75,Sudan,1,2021-01-01
2020,209,30.54,31.59,26.3,4.69,0.17,72.56,1.55,3.92,76.71,8.92,Sudan,12,2020-12-01
2020,14,30.58,29.29,24.76,8.74,2.66,74.47,1.15,3.62,75.9,10.97,Sudan,4,2020-04-01
2020,9,28.22,31.47,30.81,2.48,1.29,57.96,0.36,4.96,76.32,9.46,Sudan,8,2020-08-01
2017,40,26.06,34.54,26.35,6.78,4.21,57.4,3.24,5.41,76.28,8.97,Sudan,5,2017-05-01
2020,237,27.2,30.59,25.11,3.54,7.29,66.78,2.01,4.86,77.0,12.12,Sudan,2,2020-02-01
2022,281,26.32,30.11,26.3,7.89,1.66,77.65,3.19,2.23,77.84,8.95,Sudan,6,2022-06-01
2025,359,31.33,29.75,26.05,7.72,3.11,79.87,3.57,3.36,78.45,12.25,Sudan,5,2025-05-01
2025,201,31.68,29.72,26.38,10.15,7.21,50.97,2.05,3.82,77.06,8.82,Sudan,2,2025-02-01
2016,246,32.17,33.07,22.81,8.84,4.85,75.06,0.69,2.15,77.46,14.12,Sudan,11,2016-11-01
2019,278,24.96,32.1,28.58,5.67,7.02,64.38,1.8,3.12,77.24,6.72,Sudan,11,2019-11-01
2015,235,31.14,33.91,28.7,3.84,7.58,64.58,1.33,3.81,74.91,8.09,Sudan,11,2015-11-01
2015,4,33.42,36.04,28.94,7.13,12.69,70.05,0.02,3.55,75.85,9.69,Sudan,3,2015-03-01
2019,154,31.22,28.34,26.65,5.88,2.22,60.19,1.5,4.01,77.76,6.03,Sudan,9,2019-09-01
2017,29,24.7,32.76,27.32,9.1,4.29,75.97,1.93,2.62,77.86,4.86,Sudan,7,2017-07-01
2018,109,32.54,29.76,24.27,1.67,4.36,79.24,1.36,3.54,77.84,6.05,Sudan,7,2018-07-01
2017,98,29.08,33.58,27.67,10.38,0.35,79.61,1.23,4.15,76.82,9.42,Sudan,11,2017-11-01
2015,215,28.54,31.46,26.5,7.06,1.79,46.56,0.72,4.01,75.01,9.47,Sudan,6,2015-06-01
2015,293,29.9,32.05,25.08,4.37,3.5,62.7,2.2,4.45,75.97,10.67,Sudan,8,2015-08-01
2019,75,26.9,29.43,27.73,7.47,7.33,45.65,3.87,4.39,76.12,9.61,Sudan,4,2019-04-01
2020,326,29.01,31.15,27.81,8.59,1.18,57.35,3.28,3.59,77.63,10.6,Sudan,8,2020-08-01
2017,146,32.24,32.18,26.12,6.23,9.37,41.03,2.65,4.12,76.64,9.1,Sudan,4,2017-04-01
2023,128,30.24,34.71,26.88,2.47,1.95,69.5,2.68,3.2,78.69,11.43,Sudan,8,2023-08-01
2019,341,29.12,30.41,23.94,5.41,1.78,67.19,1.87,3.73,78.47,11.19,Sudan,9,2019-09-01
2022,42,29.18,30.9,28.49,8.08,4.93,60.67,0.2,2.94,78.67,9.35,Sudan,3,2022-03-01
2015,356,26.64,33.89,24.2,6.99,1.06,57.09,1.63,5.07,76.08,11.07,Sudan,3,2015-03-01
2019,41,28.7,30.28,24.59,5.69,5.88,68.14,1.03,3.73,77.49,9.62,Sudan,11,2019-11-01
2017,34,25.73,34.28,26.12,8.62,7.64,54.89,2.15,5.06,76.52,6.96,Sudan,2,2017-02-01
2015,17,31.04,31.98,28.23,7.48,0.12,54.21,3.23,4.31,77.33,11.81,Sudan,10,2015-10-01
2018,165,24.63,32.61,28.23,7.63,6.72,52.98,3.97,3.11,76.19,8.19,Sudan,3,2018-03-01
2019,153,30.71,32.74,25.99,5.18,3.32,62.96,2.06,4.25,78.23,11.79,Sudan,3,2019-03-01
2021,76,30.96,30.77,27.55,4.99,2.47,59.18,0.33,4.81,76.21,10.65,Sudan,5,2021-05-01
2015,87,31.64,32.78,22.62,2.6,7.31,61.16,2.06,3.92,75.05,9.83,Sudan,5,2015-05-01
2017,117,29.17,30.46,24.56,5.48,4.7,70.22,2.09,4.07,79.03,6.25,Sudan,2,2017-02-01
2016,362,30.83,31.0,24.6,7.87,0.81,74.63,2.68,3.45,77.44,13.08,Sudan,12,2016-12-01
2023,342,28.68,33.12,28.5,5.59,4.78,79.5,1.98,4.02,75.93,9.27,Sudan,10,2023-10-01
2024,27,26.63,32.59,27.31,6.89,1.77,65.6,2.07,4.24,76.84,11.27,Sudan,6,2024-06-01
2020,313,32.06,31.85,26.37,8.22,3.55,68.48,1.37,3.42,76.42,9.77,Sudan,5,2020-05-01
2024,287,28.81,29.48,26.56,6.75,3.64,66.89,1.69,2.92,77.01,9.46,Sudan,6,2024-06-01
2017,134,26.18,29.98,29.14,6.94,1.13,48.26,2.51,5.29,77.8,10.39,Sudan,1,2017-01-01
2022,219,28.07,32.55,25.66,3.28,1.18,61.3,-0.01,4.6,77.65,10.05,Sudan,5,2022-05-01
2022,168,28.15,33.46,23.37,5.35,3.35,61.35,1.68,3.45,77.25,9.47,Sudan,9,2022-09-01
2016,98,29.92,29.78,28.17,9.45,2.73,59.89,2.69,4.22,77.01,9.89,Sudan,12,2016-12-01
2020,268,33.69,30.32,26.36,6.21,0.67,64.59,3.64,2.52,78.08,10.85,Sudan,10,2020-10-01
2021,237,30.04,32.27,27.91,9.79,2.17,62.81,1.6,2.02,75.07,11.0,Sudan,2,2021-02-01
2016,309,29.41,32.23,25.91,4.55,3.06,55.14,3.19,5.08,76.25,10.09,Sudan,1,2016-01-01
2025,173,33.91,28.75,24.32,6.47,0.68,63.49,3.69,4.23,76.02,11.24,Sudan,10,2025-10-01
2024,190,30.96,32.32,26.81,5.23,2.17,58.61,1.61,3.95,78.01,9.15,Sudan,11,2024-11-01
2016,122,29.51,30.8,26.02,7.18,3.22,38.81,1.44,4.23,76.26,14.45,Sudan,9,2016-09-01
2024,46,28.04,35.28,26.37,7.79,11.04,51.03,1.82,7.23,75.71,12.97,Sudan,10,2024-10-01
2015,64,29.63,32.5,29.23,7.2,1.17,65.89,1.92,4.87,77.55,11.52,Sudan,9,2015-09-01
2022,130,28.87,32.84,23.8,8.08,10.49,75.92,3.09,2.95,76.09,6.12,Sudan,9,2022-09-01
2015,310,29.18,32.89,26.57,5.97,13.57,40.73,1.23,2.32,76.65,11.21,Sudan,6,2015-06-01
2023,363,31.63,29.57,24.36,5.62,1.77,56.3,3.54,5.05,79.38,9.33,Sudan,8,2023-08-01
2025,193,27.92,35.89,20.82,2.48,3.05,69.31,1.2,4.86,77.79,8.04,Sudan,11,2025-11-01
2020,307,30.03,28.75,25.9,7.28,13.52,73.78,0.74,4.58,76.79,9.28,Sudan,1,2020-01-01
2021,181,30.9,33.59,26.06,6.34,2.39,60.8,2.52,3.19,76.88,8.26,Sudan,10,2021-10-01
2024,292,27.68,33.24,27.25,5.86,3.18,58.17,3.23,4.36,77.91,11.01,Sudan,4,2024-04-01
2021,282,27.35,31.05,25.56,5.62,5.35,77.2,2.18,3.28,77.66,13.23,Sudan,1,2021-01-01
2024,29,28.7,33.33,23.02,5.93,0.34,72.96,2.44,4.66,77.08,11.65,Sudan,8,2024-08-01
2017,149,28.08,31.36,24.36,5.53,5.78,73.59,3.95,4.98,77.1,15.53,Sudan,1,2017-01-01
2016,267,31.3,30.65,28.63,4.94,15.15,60.32,3.24,3.46,75.52,6.89,Sudan,3,2016-03-01
2023,296,27.0,32.94,24.33,6.48,2.02,76.14,2.03,5.13,75.31,8.99,Sudan,4,2023-04-01
2022,11,29.14,29.99,29.17,6.97,5.31,45.55,1.57,4.11,76.82,8.11,Sudan,8,2022-08-01
2024,164,34.09,31.55,28.1,4.46,4.03,76.31,3.1,4.49,76.37,12.46,Sudan,6,2024-06-01
2021,113,29.83,30.81,25.36,5.2,2.82,64.33,2.83,2.69,77.59,9.56,Sudan,10,2021-10-01
2023,187,30.16,31.33,24.54,5.59,8.89,66.29,2.42,4.23,77.2,10.38,Sudan,12,2023-12-01
2018,295,31.32,32.87,28.1,6.01,6.19,55.55,1.67,3.32,76.23,11.27,Sudan,7,2018-07-01
2018,232,28.07,30.81,25.52,5.74,5.3,46.86,1.92,4.47,77.16,7.09,Sudan,8,2018-08-01
2015,227,26.84,31.62,22.91,7.32,9.55,66.08,1.85,5.47,76.58,8.76,Sudan,2,2015-02-01
2022,310,29.35,30.99,27.12,2.7,0.6,70.51,1.69,4.29,79.07,11.99,Sudan,10,2022-10-01
2017,98,29.53,34.89,26.83,3.05,3.1,72.03,1.4,3.1,77.39,8.9,Sudan,11,2017-11-01
2021,55,25.76,32.69,28.28,6.39,0.4,70.95,2.27,4.63,75.44,6.57,Sudan,8,2021-08-01
2016,111,29.75,32.44,26.7,4.79,1.64,68.68,1.35,4.4,78.82,8.2,Sudan,3,2016-03-01
2016,152,31.14,33.37,24.9,7.77,2.03,55.76,2.18,6.06,76.37,9.43,Sudan,7,2016-07-01
2021,246,27.17,30.81,28.54,8.34,1.28,72.67,-0.1,4.25,76.03,10.33,Sudan,3,2021-03-01
2020,69,29.87,33.72,28.73,6.47,2.86,54.64,1.4,3.41,79.14,9.86,Sudan,7,2020-07-01
2017,312,30.78,32.69,26.47,3.86,1.14,76.07,3.1,4.77,77.35,8.77,Sudan,11,2017-11-01
2023,289,30.17,28.88,26.12,8.11,2.19,64.16,1.1,3.87,77.7,11.88,Sudan,12,2023-12-01
2024,250,30.36,29.14,23.35,6.4,5.03,64.49,2.59,4.08,77.73,9.74,Sudan,2,2024-02-01
2020,36,28.51,30.86,24.78,3.03,9.19,73.66,1.18,3.07,76.79,10.42,Sudan,10,2020-10-01
2024,239,26.74,29.36,27.52,3.2,9.56,75.01,2.78,3.88,76.43,8.88,Sudan,6,2024-06-01
2024,148,28.11,31.52,24.89,9.03,6.81,72.71,1.7,4.03,76.59,13.02,Sudan,3,2024-03-01
2020,227,27.83,29.97,23.09,8.7,3.3,56.8,1.66,3.87,78.61,9.22,Sudan,3,2020-03-01
2015,244,28.84,31.8,32.99,0.97,1.2,72.63,2.05,3.41,77.2,10.15,Sudan,9,2015-09-01
2018,337,31.19,34.82,23.07,3.28,1.63,56.85,0.66,4.29,78.31,12.07,Sudan,7,2018-07-01
2024,201,26.38,31.9,30.51,8.28,0.29,72.88,2.97,3.08,76.92,10.56,Sudan,5,2024-05-01
2020,154,29.29,31.39,25.39,5.96,4.71,50.75,3.3,2.84,76.24,10.51,Sudan,12,2020-12-01
2020,73,26.87,32.78,25.83,7.4,4.97,64.06,1.64,4.71,75.56,6.05,Sudan,10,2020-10-01
2025,201,27.52,30.61,24.66,5.88,11.47,56.79,2.52,4.62,77.65,11.36,Sudan,7,2025-07-01
2019,296,30.12,33.69,27.57,7.31,8.98,73.7,2.78,2.69,78.69,10.11,Sudan,9,2019-09-01
2015,17,26.62,32.99,23.12,6.01,5.39,76.15,1.91,2.17,76.11,11.08,Sudan,1,2015-01-01
2022,129,30.47,32.08,22.32,5.12,2.69,66.99,0.89,2.99,77.51,10.37,Sudan,7,2022-07-01
2019,217,26.3,32.31,29.22,8.12,9.14,66.66,3.59,3.87,75.62,8.88,Sudan,6,2019-06-01
2019,61,30.33,36.08,24.39,6.4,6.45,72.04,1.61,5.15,76.44,11.79,Sudan,10,2019-10-01
2021,104,25.9,33.88,27.49,7.3,8.53,76.21,1.39,3.85,77.27,10.4,Sudan,12,2021-12-01
2018,42,27.76,36.4,23.83,6.31,2.7,65.37,3.64,3.23,75.27,7.42,Sudan,9,2018-09-01
2020,25,32.79,33.06,27.42,5.03,11.95,60.0,2.61,4.15,76.98,12.62,Sudan,1,2020-01-01
2018,39,32.42,29.06,29.37,9.22,8.83,71.47,2.26,3.89,76.16,7.14,Sudan,4,2018-04-01
2017,291,28.17,31.48,24.95,6.71,5.55,46.41,1.03,2.62,77.6,11.8,Sudan,9,2017-09-01
2021,131,29.78,28.6,22.13,5.29,9.28,74.1,2.8,2.62,76.83,12.97,Sudan,4,2021-04-01
2022,229,31.41,33.06,29.38,8.56,0.9,57.9,4.9,2.65,77.94,7.79,Sudan,10,2022-10-01
2018,108,30.36,33.49,27.85,3.36,2.84,62.6,2.88,6.48,76.72,9.75,Sudan,3,2018-03-01
2016,172,28.45,30.23,25.05,10.47,4.61,74.16,2.5,4.86,75.64,9.57,Sudan,9,2016-09-01
2024,102,27.5,30.69,25.56,5.64,2.71,60.84,2.72,3.41,75.51,9.66,Sudan,2,2024-02-01
2017,354,30.74,32.3,23.78,3.46,2.01,71.47,1.67,5.11,75.09,13.66,Sudan,4,2017-04-01
2015,12,31.26,29.6,28.84,9.81,9.08,76.39,1.66,3.43,77.63,7.81,Sudan,6,2015-06-01
2022,275,32.43,29.45,24.93,5.07,3.84,66.1,1.65,5.08,79.56,9.39,Sudan,2,2022-02-01
2017,101,25.63,34.48,23.16,6.49,4.32,68.11,1.43,4.08,77.44,13.01,Sudan,8,2017-08-01
2024,44,26.49,32.23,26.43,7.44,1.36,63.81,1.65,3.34,78.67,9.35,Sudan,8,2024-08-01
2021,305,31.32,30.88,24.28,8.37,7.41,66.16,1.64,4.68,78.13,8.13,Sudan,1,2021-01-01
2024,17,25.9,28.62,23.94,6.6,6.51,53.84,1.76,4.14,76.48,10.53,Sudan,12,2024-12-01
2019,330,31.48,33.7,25.14,4.71,7.37,62.06,1.73,4.4,78.27,11.61,Sudan,3,2019-03-01
2024,57,28.57,30.63,26.17,6.44,0.51,52.12,2.24,4.22,76.52,9.21,Sudan,10,2024-10-01
2019,311,27.96,35.72,23.24,5.16,9.52,56.01,2.08,4.21,76.54,11.11,Sudan,9,2019-09-01
2021,303,29.41,33.72,28.77,6.5,12.19,44.97,2.17,4.8,76.79,7.25,Sudan,5,2021-05-01
2023,12,26.31,30.38,27.35,9.26,7.21,67.64,3.52,6.58,76.84,7.36,Sudan,6,2023-06-01
2019,318,30.65,30.57,25.27,7.51,1.05,81.92,2.08,5.25,77.66,9.12,Sudan,4,2019-04-01
2015,80,32.38,35.44,24.19,6.41,1.01,60.44,4.21,4.22,76.33,11.18,Sudan,10,2015-10-01
2024,216,30.74,31.83,25.82,7.48,1.12,74.65,2.35,3.69,77.89,11.52,Sudan,2,2024-02-01
2024,339,28.51,30.97,27.8,7.62,0.18,76.26,1.55,3.8,77.87,7.64,Sudan,11,2024-11-01
2015,264,25.92,32.06,27.49,3.84,2.64,53.01,3.35,2.74,77.34,11.45,Sudan,8,2015-08-01
2016,149,26.0,30.96,28.12,6.08,6.16,55.16,1.92,4.66,78.94,10.33,Sudan,11,2016-11-01
2020,81,26.34,32.48,25.04,11.13,4.45,74.91,-0.39,2.99,78.29,8.24,Sudan,6,2020-06-01
2023,215,28.98,31.85,20.15,8.43,4.01,64.08,2.0,3.63,78.07,7.33,Sudan,5,2023-05-01
2022,198,29.23,33.75,28.5,4.99,1.79,52.09,1.75,4.67,77.07,10.46,Sudan,9,2022-09-01
2019,200,30.74,31.22,25.67,4.79,2.63,58.63,3.61,3.76,77.35,12.58,Sudan,1,2019-01-01
2015,25,25.41,30.23,27.33,4.73,6.98,69.2,1.1,3.51,77.52,10.07,Sudan,5,2015-05-01
2021,89,31.62,31.3,29.34,7.73,7.06,57.06,1.67,2.8,77.01,8.13,Sudan,6,2021-06-01
2019,268,30.39,31.29,30.87,9.22,2.94,37.25,3.27,5.21,76.62,6.26,Sudan,5,2019-05-01
2020,143,28.35,31.84,24.7,7.16,4.44,61.78,2.39,3.17,74.59,13.06,Sudan,6,2020-06-01
2021,59,26.62,33.27,26.27,6.31,6.92,62.59,1.83,3.41,77.72,12.08,Sudan,6,2021-06-01
2017,26,31.5,33.16,28.73,5.11,2.05,65.09,1.24,2.21,78.04,10.6,Sudan,7,2017-07-01
2024,47,28.4,34.4,24.31,6.66,2.31,77.59,2.35,3.98,75.84,12.96,Sudan,4,2024-04-01
2017,288,28.96,30.38,24.84,4.36,5.92,65.54,1.97,3.67,77.61,10.45,Sudan,11,2017-11-01
2019,266,29.77,32.78,24.82,2.13,6.52,67.43,1.23,4.18,76.41,8.94,Sudan,8,2019-08-01
2020,16,27.17,33.45,25.94,9.27,9.66,75.56,1.28,2.83,76.63,11.11,Sudan,7,2020-07-01
2023,199,28.44,30.65,25.56,3.99,4.13,65.1,1.19,4.73,78.31,8.34,Sudan,9,2023-09-01
2019,282,30.73,31.58,24.81,5.35,10.79,86.37,1.01,2.16,76.01,8.01,Sudan,7,2019-07-01
2015,86,30.53,28.5,24.07,7.31,2.44,52.36,2.93,3.91,76.01,11.54,Sudan,3,2015-03-01
2018,250,30.55,33.81,27.62,8.87,0.82,55.66,2.8,4.12,78.8,11.71,Sudan,3,2018-03-01
2019,270,26.69,31.57,28.68,6.51,9.04,71.14,2.94,4.06,76.85,7.45,Sudan,8,2019-08-01
2024,335,28.53,33.61,28.97,3.61,0.98,77.54,2.0,4.16,78.25,7.53,Sudan,5,2024-05-01
2024,117,28.21,32.41,25.04,5.4,2.08,62.99,1.76,4.79,75.4,9.11,Sudan,4,2024-04-01
2019,7,29.85,31.63,27.71,4.64,6.81,54.89,1.78,5.32,75.48,8.58,Sudan,8,2019-08-01
2021,137,29.67,28.81,26.47,5.92,1.03,82.61,3.02,3.84,76.09,10.95,Sudan,6,2021-06-01
2018,176,29.31,29.17,24.86,8.46,6.94,57.08,0.18,3.03,76.52,10.1,Sudan,2,2018-02-01
2015,328,33.93,26.81,27.47,0.93,1.71,68.39,1.49,4.56,75.6,12.33,Sudan,4,2015-04-01
2019,315,28.42,30.87,24.77,5.18,8.74,78.14,1.11,3.72,77.37,10.63,Sudan,12,2019-12-01
2021,215,28.18,36.56,25.25,5.03,2.83,60.58,3.36,5.26,77.43,8.71,Sudan,11,2021-11-01
2024,82,26.69,29.42,23.25,3.49,11.29,58.78,1.52,3.4,76.1,6.22,Sudan,4,2024-04-01
2024,223,25.92,26.74,25.07,7.17,6.93,59.46,0.36,3.14,76.18,10.36,Sudan,6,2024-06-01
2020,103,26.56,33.93,26.51,3.17,9.74,74.02,2.22,4.14,76.31,6.58,Sudan,6,2020-06-01
2019,273,27.56,36.73,29.14,3.4,0.82,75.6,1.63,2.26,75.84,8.69,Sudan,1,2019-01-01
2018,14,31.62,32.6,25.29,7.7,0.95,65.34,1.44,3.53,74.1,8.56,Sudan,8,2018-08-01
2016,159,29.08,32.58,23.92,9.0,4.73,83.83,1.34,3.67,76.91,8.98,Sudan,6,2016-06-01
2018,152,29.39,31.38,28.99,5.85,4.89,65.32,1.3,4.22,76.57,7.37,Sudan,3,2018-03-01
2024,108,28.81,28.41,24.99,3.57,5.36,77.92,2.71,3.0,76.67,8.55,Sudan,9,2024-09-01
2024,188,29.73,29.1,22.5,4.59,1.38,60.68,2.22,3.12,75.99,12.29,Sudan,2,2024-02-01
2017,301,31.8,31.37,26.27,8.02,9.65,88.34,1.8,5.16,77.81,12.29,Sudan,11,2017-11-01
2024,98,25.01,30.98,25.35,6.23,6.4,80.7,0.9,3.99,79.43,13.06,Sudan,8,2024-08-01
2015,131,31.44,31.77,30.6,5.8,8.48,63.72,1.83,4.86,76.17,10.02,Sudan,10,2015-10-01
2022,293,23.97,33.66,26.95,6.63,0.77,79.35,2.26,3.46,78.4,10.54,Sudan,3,2022-03-01
2019,171,29.06,30.84,25.71,5.92,8.24,78.84,2.3,3.95,77.37,12.32,Sudan,12,2019-12-01
2018,183,33.38,33.7,24.15,9.09,10.22,80.53,2.16,4.21,77.04,7.06,Sudan,5,2018-05-01
