YEAR,DOY,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,RH2M,WS2M,WS2M_MAX,PS,QV2M,Country,Month,Date
2018,55,22.09,23.35,16.63,7.87,1.9,62.46,0.38,2.31,77.0,9.65,Kenya,5,2018-05-01
2023,288,19.41,22.66,13.52,5.55,2.56,65.41,1.67,4.7,76.48,10.05,Kenya,7,2023-07-01
2015,178,20.03,23.26,16.99,7.45,0.56,77.32,3.17,4.1,76.36,8.84,Kenya,5,2015-05-01
2022,349,19.81,22.02,15.06,4.12,9.75,48.6,1.81,3.66,77.15,6.98,Kenya,5,2022-05-01
2021,8,16.76,19.1,18.97,6.7,7.74,74.98,2.4,3.61,76.07,6.31,Kenya,5,2021-05-01
2016,321,23.09,24.57,16.38,7.15,2.32,61.91,2.44,4.91,77.76,9.27,Kenya,10,2016-10-01
2022,313,18.47,25.14,15.01,8.1,4.27,53.87,0.49,4.88,77.7,10.17,Kenya,10,2022-10-01
2015,247,18.48,21.54,16.88,7.64,1.14,54.7,1.1,3.75,77.35,9.12,Kenya,3,2015-03-01
2025,323,19.7,22.7,19.54,8.13,11.22,56.35,2.01,4.59,76.98,6.38,Kenya,1,2025-01-01
2023,255,21.99,22.53,18.26,5.8,3.1,52.9,1.44,4.86,77.66,10.4,Kenya,5,2023-05-01
2023,328,18.82,23.7,17.44,5.31,4.53,82.71,3.7,4.34,77.79,13.26,Kenya,9,2023-09-01
2016,54,16.1,26.38,14.35,5.45,5.06,69.91,0.77,3.79,77.45,9.77,Kenya,1,2016-01-01
2021,249,18.23,25.32,20.24,6.53,5.5,75.64,1.09,4.38,75.69,8.84,Kenya,3,2021-03-01
2024,239,20.85,22.25,15.76,2.38,1.6,70.62,2.29,2.96,76.21,9.88,Kenya,4,2024-04-01
2017,229,24.38,24.08,18.87,8.66,4.69,65.61,1.37,4.07,76.73,7.79,Kenya,1,2017-01-01
2021,67,17.48,25.51,16.35,6.09,1.75,65.75,-0.89,3.77,75.52,7.66,Kenya,1,2021-01-01
2024,51,17.41,23.82,18.68,5.17,9.25,61.02,3.93,3.61,77.22,10.9,Kenya,8,2024-08-01
2023,97,16.97,22.99,19.61,0.94,4.13,61.84,0.93,2.27,78.41,11.98,Kenya,2,2023-02-01
2018,92,16.73,23.89,18.3,5.93,8.01,50.92,2.56,2.97,78.25,9.71,Kenya,12,2018-12-01
2015,264,22.41,21.59,18.51,5.6,8.42,75.82,0.75,3.51,77.74,6.05,Kenya,8,2015-08-01
2016,291,22.99,21.89,16.8,4.21,2.6,46.87,1.14,4.9,77.73,10.71,Kenya,7,2016-07-01
2015,96,20.36,20.87,16.13,4.65,0.7,54.41,0.38,4.29,79.22,14.13,Kenya,10,2015-10-01
2019,88,19.06,23.61,17.28,5.95,5.26,85.12,1.26,4.94,77.84,9.51,Kenya,10,2019-10-01
2019,78,23.58,22.74,16.32,4.82,1.17,66.36,1.36,5.24,77.93,9.64,Kenya,2,2019-02-01
2025,288,20.35,21.35,21.93,7.14,1.81,66.78,1.87,4.33,75.56,8.25,Kenya,6,2025-06-01
2021,120,22.18,22.67,15.02,4.5,9.43,71.37,1.63,4.14,78.33,10.96,Kenya,6,2021-06-01
2023,302,18.97,23.94,19.0,6.31,1.45,49.6,0.56,3.03,77.4,8.66,Kenya,3,2023-03-01
2023,165,20.09,26.83,18.03,8.36,1.84,51.06,1.48,5.99,76.92,12.04,Kenya,11,2023-11-01
2017,182,17.53,25.02,17.46,5.93,1.17,60.55,3.45,2.58,76.67,8.68,Kenya,2,2017-02-01
2017,223,21.26,18.43,19.96,6.71,13.91,55.97,3.33,4.12,76.45,10.68,Kenya,12,2017-12-01
2017,311,20.38,23.48,17.6,6.59,2.11,64.25,2.46,4.83,78.26,9.91,Kenya,1,2017-01-01
2018,7,18.21,25.86,15.73,6.02,3.82,69.86,2.66,4.85,76.97,13.11,Kenya,6,2018-06-01
2022,330,18.24,20.32,17.58,5.87,5.85,78.89,4.06,2.84,76.49,10.82,Kenya,12,2022-12-01
2020,263,23.23,24.1,16.63,4.86,0.12,73.11,2.57,3.58,76.23,12.77,Kenya,5,2020-05-01
2022,161,23.94,22.53,18.01,6.3,2.02,55.06,2.64,3.2,77.17,10.22,Kenya,11,2022-11-01
2015,151,19.57,25.3,18.63,5.43,7.75,61.25,0.44,2.02,76.64,9.66,Kenya,9,2015-09-01
2022,85,20.14,23.81,15.28,9.09,7.26,58.53,0.89,4.13,76.41,9.92,Kenya,1,2022-01-01
2018,147,20.8,21.23,19.39,7.62,2.97,54.83,1.97,3.28,75.62,8.46,Kenya,7,2018-07-01
2025,112,20.3,22.6,16.49,3.09,0.73,52.56,1.19,5.51,77.96,11.06,Kenya,5,2025-05-01
2015,36,16.65,22.72,17.89,3.21,4.7,81.64,1.0,4.62,76.86,8.62,Kenya,5,2015-05-01
2022,285,20.86,22.75,18.23,5.74,5.74,65.11,1.12,4.04,75.91,10.22,Kenya,2,2022-02-01
2018,188,15.82,25.24,17.73,5.21,12.91,62.76,0.58,3.53,76.73,11.71,Kenya,11,2018-11-01
2020,82,18.53,21.31,16.78,5.63,6.27,69.84,1.21,4.12,77.55,13.17,Kenya,3,2020-03-01
2022,2,21.01,25.01,16.02,7.3,7.33,70.34,2.34,3.74,77.03,10.33,Kenya,7,2022-07-01
2018,303,21.2,22.4,16.46,6.63,2.37,76.19,3.8,4.07,77.19,11.72,Kenya,6,2018-06-01
2017,197,18.38,23.45,20.13,6.61,9.41,57.56,2.8,5.9,77.04,11.48,Kenya,12,2017-12-01
2023,11,19.08,23.14,15.27,8.89,0.7,69.03,2.64,2.94,75.72,9.24,Kenya,2,2023-02-01
2017,234,18.81,22.96,15.56,3.22,1.76,55.89,0.38,3.83,77.95,14.22,Kenya,6,2017-06-01
2023,195,19.79,22.97,15.47,6.21,2.8,63.1,2.12,4.71,75.29,8.85,Kenya,2,2023-02-01
2016,119,19.95,25.91,17.27,4.84,2.69,65.57,1.93,3.6,77.46,10.18,Kenya,2,2016-02-01
2016,20,21.34,24.68,13.95,8.87,2.39,66.54,2.29,5.58,77.62,12.91,Kenya,2,2016-02-01
2016,261,18.97,22.27,14.29,1.58,1.47,66.1,1.64,4.68,76.78,12.86,Kenya,11,2016-11-01
2020,293,20.75,26.17,16.48,1.67,1.87,73.02,3.66,3.28,77.35,10.03,Kenya,3,2020-03-01
2017,256,21.01,23.55,14.42,6.61,1.82,59.03,2.05,4.2,76.72,11.98,Kenya,2,2017-02-01
2023,222,20.4,23.72,14.59,8.25,1.06,66.82,2.15,3.3,77.37,9.55,Kenya,4,2023-04-01
2018,226,19.48,21.33,14.44,7.55,3.94,57.41,0.04,3.2,77.99,9.02,Kenya,9,2018-09-01
2015,53,20.36,22.01,15.31,4.4,0.46,94.21,1.89,3.86,76.21,7.57,Kenya,6,2015-06-01
2018,355,21.5,21.62,18.46,9.01,8.23,55.87,3.15,5.26,77.67,11.45,Kenya,1,2018-01-01
2015,342,21.68,23.17,18.91,3.54,7.12,57.99,2.56,4.75,78.69,11.66,Kenya,8,2015-08-01
2019,364,23.63,24.28,20.84,8.61,2.25,73.83,-0.16,3.98,77.26,8.86,Kenya,12,2019-12-01
2018,280,18.02,23.73,20.76,3.8,7.79,60.71,1.55,4.78,76.5,10.54,Kenya,7,2018-07-01
2022,81,19.12,26.18,18.57,5.3,6.83,73.83,3.73,4.27,79.26,15.3,Kenya,10,2022-10-01
2022,202,16.77,21.22,19.06,7.28,15.15,66.53,1.85,2.83,77.09,12.29,Kenya,3,2022-03-01
2021,158,21.86,23.23,17.26,3.07,9.5,60.97,2.32,3.85,77.23,8.2,Kenya,1,2021-01-01
2017,120,19.33,20.43,18.04,8.94,0.2,57.47,3.62,3.93,77.25,12.0,Kenya,5,2017-05-01
2015,59,20.41,21.16,20.89,5.28,4.91,57.11,1.85,4.76,77.45,8.21,Kenya,4,2015-04-01
2015,215,18.79,25.53,17.74,6.27,4.0,61.08,2.79,3.43,76.66,4.21,Kenya,10,2015-10-01
2025,128,19.35,22.07,19.31,8.32,3.3,63.26,2.41,3.09,77.19,9.96,Kenya,8,2025-08-01
2017,224,22.45,21.39,15.13,4.41,2.08,56.68,2.63,3.95,77.95,13.13,Kenya,1,2017-01-01
2020,209,21.39,18.74,15.67,8.12,1.17,63.91,2.38,3.35,76.63,12.79,Kenya,10,2020-10-01
2021,115,19.78,21.37,17.62,9.28,0.66,54.06,1.45,3.68,76.58,10.75,Kenya,1,2021-01-01
2020,209,21.54,22.59,17.3,4.69,0.17,72.56,1.55,3.92,76.71,8.92,Kenya,12,2020-12-01
2020,14,21.58,20.29,15.76,8.74,2.66,74.47,1.15,3.62,75.9,10.97,Kenya,4,2020-04-01
2020,9,19.22,22.47,21.81,2.48,1.29,57.96,0.36,4.96,76.32,9.46,Kenya,8,2020-08-01
2017,40,17.06,25.54,17.35,6.78,4.21,57.4,3.24,5.41,76.28,8.97,Kenya,5,2017-05-01
2020,237,18.2,21.59,16.11,3.54,7.29,66.78,2.01,4.86,77.0,12.12,Kenya,2,2020-02-01
2022,281,17.32,21.11,17.3,7.89,1.66,77.65,3.19,2.23,77.84,8.95,Kenya,6,2022-06-01
2025,359,22.33,20.75,17.05,7.72,3.11,79.87,3.57,3.36,78.45,12.25,Kenya,5,2025-05-01
2025,201,22.68,20.72,17.38,10.15,7.21,50.97,2.05,3.82,77.06,8.82,Kenya,2,2025-02-01
2016,246,23.17,24.07,13.81,8.84,4.85,75.06,0.69,2.15,77.46,14.12,Kenya,11,2016-11-01
2019,278,15.96,23.1,19.58,5.67,7.02,64.38,1.8,3.12,77.24,6.72,Kenya,11,2019-11-01
2015,235,22.14,24.91,19.7,3.84,7.58,64.58,1.33,3.81,74.91,8.09,Kenya,11,2015-11-01
2015,4,24.42,27.04,19.94,7.13,12.69,70.05,0.02,3.55,75.85,9.69,Kenya,3,2015-03-01
2019,154,22.22,19.34,17.65,5.88,2.22,60.19,1.5,4.01,77.76,6.03,Kenya,9,2019-09-01
2017,29,15.7,23.76,18.32,9.1,4.29,75.97,1.93,2.62,77.86,4.86,Kenya,7,2017-07-01
2018,109,23.54,20.76,15.27,1.67,4.36,79.24,1.36,3.54,77.84,6.05,Kenya,7,2018-07-01
2017,98,20.08,24.58,18.67,10.38,0.35,79.61,1.23,4.15,76.82,9.42,Kenya,11,2017-11-01
2015,215,19.54,22.46,17.5,7.06,1.79,46.56,0.72,4.01,75.01,9.47,Kenya,6,2015-06-01
2015,293,20.9,23.05,16.08,4.37,3.5,62.7,2.2,4.45,75.97,10.67,Kenya,8,2015-08-01
2019,75,17.9,20.43,18.73,7.47,7.33,45.65,3.87,4.39,76.12,9.61,Kenya,4,2019-04-01
2020,326,20.01,22.15,18.81,8.59,1.18,57.35,3.28,3.59,77.63,10.6,Kenya,8,2020-08-01
2017,146,23.24,23.18,17.12,6.23,9.37,41.03,2.65,4.12,76.64,9.1,Kenya,4,2017-04-01
2023,128,21.24,25.71,17.88,2.47,1.95,69.5,2.68,3.2,78.69,11.43,Kenya,8,2023-08-01
2019,341,20.12,21.41,14.94,5.41,1.78,67.19,1.87,3.73,78.47,11.19,Kenya,9,2019-09-01
2022,42,20.18,21.9,19.49,8.08,4.93,60.67,0.2,2.94,78.67,9.35,Kenya,3,2022-03-01
2015,356,17.64,24.89,15.2,6.99,1.06,57.09,1.63,5.07,76.08,11.07,Kenya,3,2015-03-01
2019,41,19.7,21.28,15.59,5.69,5.88,68.14,1.03,3.73,77.49,9.62,Kenya,11,2019-11-01
2017,34,16.73,25.28,17.12,8.62,7.64,54.89,2.15,5.06,76.52,6.96,Kenya,2,2017-02-01
2015,17,22.04,22.98,19.23,7.48,0.12,54.21,3.23,4.31,77.33,11.81,Kenya,10,2015-10-01
2018,165,15.63,23.61,19.23,7.63,6.72,52.98,3.97,3.11,76.19,8.19,Kenya,3,2018-03-01
2019,153,21.71,23.74,16.99,5.18,3.32,62.96,2.06,4.25,78.23,11.79,Kenya,3,2019-03-01
2021,76,21.96,21.77,18.55,4.99,2.47,59.18,0.33,4.81,76.21,10.65,Kenya,5,2021-05-01
2015,87,22.64,23.78,13.62,2.6,7.31,61.16,2.06,3.92,75.05,9.83,Kenya,5,2015-05-01
2017,117,20.17,21.46,15.56,5.48,4.7,70.22,2.09,4.07,79.03,6.25,Kenya,2,2017-02-01
2016,362,21.83,22.0,15.6,7.87,0.81,74.63,2.68,3.45,77.44,13.08,Kenya,12,2016-12-01
2023,342,19.68,24.12,19.5,5.59,4.78,79.5,1.98,4.02,75.93,9.27,Kenya,10,2023-10-01
2024,27,17.63,23.59,18.31,6.89,1.77,65.6,2.07,4.24,76.84,11.27,Kenya,6,2024-06-01
2020,313,23.06,22.85,17.37,8.22,3.55,68.48,1.37,3.42,76.42,9.77,Kenya,5,2020-05-01
2024,287,19.81,20.48,17.56,6.75,3.64,66.89,1.69,2.92,77.01,9.46,Kenya,6,2024-06-01
2017,134,17.18,20.98,20.14,6.94,1.13,48.26,2.51,5.29,77.8,10.39,Kenya,1,2017-01-01
2022,219,19.07,23.55,16.66,3.28,1.18,61.3,-0.01,4.6,77.65,10.05,Kenya,5,2022-05-01
2022,168,19.15,24.46,14.37,5.35,3.35,61.35,1.68,3.45,77.25,9.47,Kenya,9,2022-09-01
2016,98,20.92,20.78,19.17,9.45,2.73,59.89,2.69,4.22,77.01,9.89,Kenya,12,2016-12-01
2020,268,24.69,21.32,17.36,6.21,0.67,64.59,3.64,2.52,78.08,10.85,Kenya,10,2020-10-01
2021,237,21.04,23.27,18.91,9.79,2.17,62.81,1.6,2.02,75.07,11.0,Kenya,2,2021-02-01
2016,309,20.41,23.23,16.91,4.55,3.06,55.14,3.19,5.08,76.25,10.09,Kenya,1,2016-01-01
2025,173,24.91,19.75,15.32,6.47,0.68,63.49,3.69,4.23,76.02,11.24,Kenya,10,2025-10-01
2024,190,21.96,23.32,17.81,5.23,2.17,58.61,1.61,3.95,78.01,9.15,Kenya,11,2024-11-01
2016,122,20.51,21.8,17.02,7.18,3.22,38.81,1.44,4.23,76.26,14.45,Kenya,9,2016-09-01
2024,46,19.04,26.28,17.37,7.79,11.04,51.03,1.82,7.23,75.71,12.97,Kenya,10,2024-10-01
2015,64,20.63,23.5,20.23,7.2,1.17,65.89,1.92,4.87,77.55,11.52,Kenya,9,2015-09-01
2022,130,19.87,23.84,14.8,8.08,10.49,75.92,3.09,2.95,76.09,6.12,Kenya,9,2022-09-01
2015,310,20.18,23.89,17.57,5.97,13.57,40.73,1.23,2.32,76.65,11.21,Kenya,6,2015-06-01
2023,363,22.63,20.57,15.36,5.62,1.77,56.3,3.54,5.05,79.38,9.33,Kenya,8,2023-08-01
2025,193,18.92,26.89,11.82,2.48,3.05,69.31,1.2,4.86,77.79,8.04,Kenya,11,2025-11-01
2020,307,21.03,19.75,16.9,7.28,13.52,73.78,0.74,4.58,76.79,9.28,Kenya,1,2020-01-01
2021,181,21.9,24.59,17.06,6.34,2.39,60.8,2.52,3.19,76.88,8.26,Kenya,10,2021-10-01
2024,292,18.68,24.24,18.25,5.86,3.18,58.17,3.23,4.36,77.91,11.01,Kenya,4,2024-04-01
2021,282,18.35,22.05,16.56,5.62,5.35,77.2,2.18,3.28,77.66,13.23,Kenya,1,2021-01-01
2024,29,19.7,24.33,14.02,5.93,0.34,72.96,2.44,4.66,77.08,11.65,Kenya,8,2024-08-01
2017,149,19.08,22.36,15.36,5.53,5.78,73.59,3.95,4.98,77.1,15.53,Kenya,1,2017-01-01
2016,267,22.3,21.65,19.63,4.94,15.15,60.32,3.24,3.46,75.52,6.89,Kenya,3,2016-03-01
2023,296,18.0,23.94,15.33,6.48,2.02,76.14,2.03,5.13,75.31,8.99,Kenya,4,2023-04-01
2022,11,20.14,20.99,20.17,6.97,5.31,45.55,1.57,4.11,76.82,8.11,Kenya,8,2022-08-01
2024,164,25.09,22.55,19.1,4.46,4.03,76.31,3.1,4.49,76.37,12.46,Kenya,6,2024-06-01
2021,113,20.83,21.81,16.36,5.2,2.82,64.33,2.83,2.69,77.59,9.56,Kenya,10,2021-10-01
2023,187,21.16,22.33,15.54,5.59,8.89,66.29,2.42,4.23,77.2,10.38,Kenya,12,2023-12-01
2018,295,22.32,23.87,19.1,6.01,6.19,55.55,1.67,3.32,76.23,11.27,Kenya,7,2018-07-01
2018,232,19.07,21.81,16.52,5.74,5.3,46.86,1.92,4.47,77.16,7.09,Kenya,8,2018-08-01
2015,227,17.84,22.62,13.91,7.32,9.55,66.08,1.85,5.47,76.58,8.76,Kenya,2,2015-02-01
2022,310,20.35,21.99,18.12,2.7,0.6,70.51,1.69,4.29,79.07,11.99,Kenya,10,2022-10-01
2017,98,20.53,25.89,17.83,3.05,3.1,72.03,1.4,3.1,77.39,8.9,Kenya,11,2017-11-01
2021,55,16.76,23.69,19.28,6.39,0.4,70.95,2.27,4.63,75.44,6.57,Kenya,8,2021-08-01
2016,111,20.75,23.44,17.7,4.79,1.64,68.68,1.35,4.4,78.82,8.2,Kenya,3,2016-03-01
2016,152,22.14,24.37,15.9,7.77,2.03,55.76,2.18,6.06,76.37,9.43,Kenya,7,2016-07-01
2021,246,18.17,21.81,19.54,8.34,1.28,72.67,-0.1,4.25,76.03,10.33,Kenya,3,2021-03-01
2020,69,20.87,24.72,19.73,6.47,2.86,54.64,1.4,3.41,79.14,9.86,Kenya,7,2020-07-01
2017,312,21.78,23.69,17.47,3.86,1.14,76.07,3.1,4.77,77.35,8.77,Kenya,11,2017-11-01
2023,289,21.17,19.88,17.12,8.11,2.19,64.16,1.1,3.87,77.7,11.88,Kenya,12,2023-12-01
2024,250,21.36,20.14,14.35,6.4,5.03,64.49,2.59,4.08,77.73,9.74,Kenya,2,2024-02-01
2020,36,19.51,21.86,15.78,3.03,9.19,73.66,1.18,3.07,76.79,10.42,Kenya,10,2020-10-01
2024,239,17.74,20.36,18.52,3.2,9.56,75.01,2.78,3.88,76.43,8.88,Kenya,6,2024-06-01
2024,148,19.11,22.52,15.89,9.03,6.81,72.71,1.7,4.03,76.59,13.02,Kenya,3,2024-03-01
2020,227,18.83,20.97,14.09,8.7,3.3,56.8,1.66,3.87,78.61,9.22,Kenya,3,2020-03-01
2015,244,19.84,22.8,23.99,0.97,1.2,72.63,2.05,3.41,77.2,10.15,Kenya,9,2015-09-01
2018,337,22.19,25.82,14.07,3.28,1.63,56.85,0.66,4.29,78.31,12.07,Kenya,7,2018-07-01
2024,201,17.38,22.9,21.51,8.28,0.29,72.88,2.97,3.08,76.92,10.56,Kenya,5,2024-05-01
2020,154,20.29,22.39,16.39,5.96,4.71,50.75,3.3,2.84,76.24,10.51,Kenya,12,2020-12-01
2020,73,17.87,23.78,16.83,7.4,4.97,64.06,1.64,4.71,75.56,6.05,Kenya,10,2020-10-01
2025,201,18.52,21.61,15.66,5.88,11.47,56.79,2.52,4.62,77.65,11.36,Kenya,7,2025-07-01
2019,296,21.12,24.69,18.57,7.31,8.98,73.7,2.78,2.69,78.69,10.11,Kenya,9,2019-09-01
2015,17,17.62,23.99,14.12,6.01,5.39,76.15,1.91,2.17,76.11,11.08,Kenya,1,2015-01-01
2022,129,21.47,23.08,13.32,5.12,2.69,66.99,0.89,2.99,77.51,10.37,Kenya,7,2022-07-01
2019,217,17.3,23.31,20.22,8.12,9.14,66.66,3.59,3.87,75.62,8.88,Kenya,6,2019-06-01
2019,61,21.33,27.08,15.39,6.4,6.45,72.04,1.61,5.15,76.44,11.79,Kenya,10,2019-10-01
2021,104,16.9,24.88,18.49,7.3,8.53,76.21,1.39,3.85,77.27,10.4,Kenya,12,2021-12-01
2018,42,18.76,27.4,14.83,6.31,2.7,65.37,3.64,3.23,75.27,7.42,Kenya,9,2018-09-01
2020,25,23.79,24.06,18.42,5.03,11.95,60.0,2.61,4.15,76.98,12.62,Kenya,1,2020-01-01
2018,39,23.42,20.06,20.37,9.22,8.83,71.47,2.26,3.89,76.16,7.14,Kenya,4,2018-04-01
2017,291,19.17,22.48,15.95,6.71,5.55,46.41,1.03,2.62,77.6,11.8,Kenya,9,2017-09-01
2021,131,20.78,19.6,13.13,5.29,9.28,74.1,2.8,2.62,76.83,12.97,Kenya,4,2021-04-01
2022,229,22.41,24.06,20.38,8.56,0.9,57.9,4.9,2.65,77.94,7.79,Kenya,10,2022-10-01
2018,108,21.36,24.49,18.85,3.36,2.84,62.6,2.88,6.48,76.72,9.75,Kenya,3,2018-03-01
2016,172,19.45,21.23,16.05,10.47,4.61,74.16,2.5,4.86,75.64,9.57,Kenya,9,2016-09-01
2024,102,18.5,21.69,16.56,5.64,2.71,60.84,2.72,3.41,75.51,9.66,Kenya,2,2024-02-01
2017,354,21.74,23.3,14.78,3.46,2.01,71.47,1.67,5.11,75.09,13.66,Kenya,4,2017-04-01
2015,12,22.26,20.6,19.84,9.81,9.08,76.39,1.66,3.43,77.63,7.81,Kenya,6,2015-06-01
2022,275,23.43,20.45,15.93,5.07,3.84,66.1,1.65,5.08,79.56,9.39,Kenya,2,2022-02-01
2017,101,16.63,25.48,14.16,6.49,4.32,68.11,1.43,4.08,77.44,13.01,Kenya,8,2017-08-01
2024,44,17.49,23.23,17.43,7.44,1.36,63.81,1.65,3.34,78.67,9.35,Kenya,8,2024-08-01
2021,305,22.32,21.88,15.28,8.37,7.41,66.16,1.64,4.68,78.13,8.13,Kenya,1,2021-01-01
2024,17,16.9,19.62,14.94,6.6,6.51,53.84,1.76,4.14,76.48,10.53,Kenya,12,2024-12-01
2019,330,22.48,24.7,16.14,4.71,7.37,62.06,1.73,4.4,78.27,11.61,Kenya,3,2019-03-01
2024,57,19.57,21.63,17.17,6.44,0.51,52.12,2.24,4.22,76.52,9.21,Kenya,10,2024-10-01
2019,311,18.96,26.72,14.24,5.16,9.52,56.01,2.08,4.21,76.54,11.11,Kenya,9,2019-09-01
2021,303,20.41,24.72,19.77,6.5,12.19,44.97,2.17,4.8,76.79,7.25,Kenya,5,2021-05-01
2023,12,17.31,21.38,18.35,9.26,7.21,67.64,3.52,6.58,76.84,7.36,Kenya,6,2023-06-01
2019,318,21.65,21.57,16.27,7.51,1.05,81.92,2.08,5.25,77.66,9.12,Kenya,4,2019-04-01
2015,80,23.38,26.44,15.19,6.41,1.01,60.44,4.21,4.22,76.33,11.18,Kenya,10,2015-10-01
2024,216,21.74,22.83,16.82,7.48,1.12,74.65,2.35,3.69,77.89,11.52,Kenya,2,2024-02-01
2024,339,19.51,21.97,18.8,7.62,0.18,76.26,1.55,3.8,77.87,7.64,Kenya,11,2024-11-01
2015,264,16.92,23.06,18.49,3.84,2.64,53.01,3.35,2.74,77.34,11.45,Kenya,8,2015-08-01
2016,149,17.0,21.96,19.12,6.08,6.16,55.16,1.92,4.66,78.94,10.33,Kenya,11,2016-11-01
2020,81,17.34,23.48,16.04,11.13,4.45,74.91,-0.39,2.99,78.29,8.24,Kenya,6,2020-06-01
2023,215,19.98,22.85,11.15,8.43,4.01,64.08,2.0,3.63,78.07,7.33,Kenya,5,2023-05-01
2022,198,20.23,24.75,19.5,4.99,1.79,52.09,1.75,4.67,77.07,10.46,Kenya,9,2022-09-01
2019,200,21.74,22.22,16.67,4.79,2.63,58.63,3.61,3.76,77.35,12.58,Kenya,1,2019-01-01
2015,25,16.41,21.23,18.33,4.73,6.98,69.2,1.1,3.51,77.52,10.07,Kenya,5,2015-05-01
2021,89,22.62,22.3,20.34,7.73,7.06,57.06,1.67,2.8,77.01,8.13,Kenya,6,2021-06-01
2019,268,21.39,22.29,21.87,9.22,2.94,37.25,3.27,5.21,76.62,6.26,Kenya,5,2019-05-01
2020,143,19.35,22.84,15.7,7.16,4.44,61.78,2.39,3.17,74.59,13.06,Kenya,6,2020-06-01
2021,59,17.62,24.27,17.27,6.31,6.92,62.59,1.83,3.41,77.72,12.08,Kenya,6,2021-06-01
2017,26,22.5,24.16,19.73,5.11,2.05,65.09,1.24,2.21,78.04,10.6,Kenya,7,2017-07-01
2024,47,19.4,25.4,15.31,6.66,2.31,77.59,2.35,3.98,75.84,12.96,Kenya,4,2024-04-01
2017,288,19.96,21.38,15.84,4.36,5.92,65.54,1.97,3.67,77.61,10.45,Kenya,11,2017-11-01
2019,266,20.77,23.78,15.82,2.13,6.52,67.43,1.23,4.18,76.41,8.94,Kenya,8,2019-08-01
2020,16,18.17,24.45,16.94,9.27,9.66,75.56,1.28,2.83,76.63,11.11,Kenya,7,2020-07-01
2023,199,19.44,21.65,16.56,3.99,4.13,65.1,1.19,4.73,78.31,8.34,Kenya,9,2023-09-01
2019,282,21.73,22.58,15.81,5.35,10.79,86.37,1.01,2.16,76.01,8.01,Kenya,7,2019-07-01
2015,86,21.53,19.5,15.07,7.31,2.44,52.36,2.93,3.91,76.01,11.54,Kenya,3,2015-03-01
2018,250,21.55,24.81,18.62,8.87,0.82,55.66,2.8,4.12,78.8,11.71,Kenya,3,2018-03-01
2019,270,17.69,22.57,19.68,6.51,9.04,71.14,2.94,4.06,76.85,7.45,Kenya,8,2019-08-01
2024,335,19.53,24.61,19.97,3.61,0.98,77.54,2.0,4.16,78.25,7.53,Kenya,5,2024-05-01
2024,117,19.21,23.41,16.04,5.4,2.08,62.99,1.76,4.79,75.4,9.11,Kenya,4,2024-04-01
2019,7,20.85,22.63,18.71,4.64,6.81,54.89,1.78,5.32,75.48,8.58,Kenya,8,2019-08-01
2021,137,20.67,19.81,17.47,5.92,1.03,82.61,3.02,3.84,76.09,10.95,Kenya,6,2021-06-01
2018,176,20.31,20.17,15.86,8.46,6.94,57.08,0.18,3.03,76.52,10.1,Kenya,2,2018-02-01
2015,328,24.93,17.81,18.47,0.93,1.71,68.39,1.49,4.56,75.6,12.33,Kenya,4,2015-04-01
2019,315,19.42,21.87,15.77,5.18,8.74,78.14,1.11,3.72,77.37,10.63,Kenya,12,2019-12-01
2021,215,19.18,27.56,16.25,5.03,2.83,60.58,3.36,5.26,77.43,8.71,Kenya,11,2021-11-01
2024,82,17.69,20.42,14.25,3.49,11.29,58.78,1.52,3.4,76.1,6.22,Kenya,4,2024-04-01
2024,223,16.92,17.74,16.07,7.17,6.93,59.46,0.36,3.14,76.18,10.36,Kenya,6,2024-06-01
2020,103,17.56,24.93,17.51,3.17,9.74,74.02,2.22,4.14,76.31,6.58,Kenya,6,2020-06-01
2019,273,18.56,27.73,20.14,3.4,0.82,75.6,1.63,2.26,75.84,8.69,Kenya,1,2019-01-01
2018,14,22.62,23.6,16.29,7.7,0.95,65.34,1.44,3.53,74.1,8.56,Kenya,8,2018-08-01
2016,159,20.08,23.58,14.92,9.0,4.73,83.83,1.34,3.67,76.91,8.98,Kenya,6,2016-06-01
2018,152,20.39,22.38,19.99,5.85,4.89,65.32,1.3,4.22,76.57,7.37,Kenya,3,2018-03-01
2024,108,19.81,19.41,15.99,3.57,5.36,77.92,2.71,3.0,76.67,8.55,Kenya,9,2024-09-01
2024,188,20.73,20.1,13.5,4.59,1.38,60.68,2.22,3.12,75.99,12.29,Kenya,2,2024-02-01
2017,301,22.8,22.37,17.27,8.02,9.65,88.34,1.8,5.16,77.81,12.29,Kenya,11,2017-11-01
2024,98,16.01,21.98,16.35,6.23,6.4,80.7,0.9,3.99,79.43,13.06,Kenya,8,2024-08-01
2015,131,22.44,22.77,21.6,5.8,8.48,63.72,1.83,4.86,76.17,10.02,Kenya,10,2015-10-01
2022,293,14.97,24.66,17.95,6.63,0.77,79.35,2.26,3.46,78.4,10.54,Kenya,3,2022-03-01
2019,171,20.06,21.84,16.71,5.92,8.24,78.84,2.3,3.95,77.37,12.32,Kenya,12,2019-12-01
2018,183,24.38,24.7,15.15,9.09,10.22,80.53,2.16,4.21,77.04,7.06,Kenya,5,2018-05-01
